,index,Stilling id,Stillingsbeskrivelse vasket,Registrert dato,Arbeidssted fylke,Arbeidssted land,Yrke grovgruppe
512,111961,9603748,". er et heleid datterselskap av O. N. Sunde AS, som eies 100. av. med familie. Voice driver kjedekonseptene Match, VIC og Boys of Europe. Selskapet har ca 220 butikker i Norge og mer enn 1. 300 ansatte. Boys of Europe er herrekjeden med størst vekst i Norge de siste årene. Nå søker vi deg med gode lederegenskaper som er sulten på å lykkes. Vi har nærmere 60 butikker fra Kristiansand i sør til Tromsø i nord, og vil om kort tid åpne mange flere. Vår visjon er å bli kundenes førstevalg, best i butikk og en pilar i norsk tekstilindustri. Gjennom dedikerte og kompetente ansatte definerer vi butikken som den viktigste markeds. og salgskanalen. Vi tilbyr alltid kommersielle produkter tilpasset målgruppen vår. Vi skaper arbeidsplasser for mange unge mennesker og utvikler talenter til ledere. Vi stimulerer til stor handlelyst og gir de beste handleopplevelsene til våre kunder. hver gang. Vår modell er enkel, smart og lønnsom. og vi skaper kontinuerlig vekst. Vi søker en dyktig superselger med stort pågangsmot som trives med å jobbe mot felles mål. Du er imøtekommende av natur, sosial og har en stor interesse for mote og trender. Vårt mål er at alle våre kunder skal få en positiv handleopplevelse, og vi er stolte av å kunne tilby produkter av høy kvalitet. Arbeidsoppgaver.  Bidra til sunn drift av butikk, eventyrlige salgstall og oppnåelse av budsjett. Varehåndtering og oppfølging av kampanjer og salgsaktiviteter. Yte til enhver tid den beste kundeservicen i bransjen. Personlige egenskaper. Resultatorientert og samarbeidsvillig med stor arbeidskapasitet. Kreativ og har evnen til å inspirer andre. Trives i et fartsfylt miljø. Kvalifikasjoner.  Fullført videregående skole og oppnådd generell studiekompetanse. Relevant arbeidserfaring kan kompensere for manglende utdannelse. Har salgserfaring fra tilsvarende bransje. Er fleksibel og kan stille opp i ukedager og helger, samt ferier og når butikken har behov. Vi tilbyr.  Muligheten til å jobbe med produkter av høy kvalitet i et dynamisk selskap. Gode karriere. og utviklingsmuligheter i et veletablert konsern. Konkurransedyktige betingelser. Fantastiske personalkjøpsordninger. Link til søknadsskjema: Send søknad",2017-06-30,Nordland,Norge,Butikk- og salgsarbeid
513,112199,9570311,". Søknadsfrist: 14. mai 2017. Salg, kundebehandling. Renhold. Kvalifikasjoner. Det er ønskelig med erfaring fra arbeid i kantiner eller lignende. Gymnasveien 5, 8205 Fauske. , Kontorleder,. Annonsør: Nordland fylkeskommune. Ref. nr. .  Stillingsbrøk: 35. Deltid, Fast. Antall stillinger: 1. For elektronisk søknadsskjema.  ",2017-05-02,Nordland,Norge,Butikk- og salgsarbeid
514,112440,9528340,". , Mo i Rana har nå en ledig 50. stilling som medarbeider i hvitevare og verktøysavdelingen. Vi lever av lojale kunder, og søker derfor en topp motivert, engasjert og hyggelig medarbeider med stor arbeidskapasitet. Dine sentrale arbeidsoppgaver er. Kundeservice og salg i hvitevare. og verktøysavdelingen. Kassearbeid. Varepåfylling. Annet forefallende butikkarbeid. Våre forventninger til deg. Du har kunnskap, eller stor interesse for hvitevarer og verktøy. Du er utadvendt, yter god service og har godt humør i møte med nye mennesker. Du er fleksibel og kan stille opp når det trengs. Du er ansvarsbevisst og løsningsorientert. Du trives med fysisk butikkarbeid. Du er over 18 år. Du snakker godt norsk. Hva kan du forvente deg av oss. Hyggelige medarbeidere. Variert arbeidsoppgaver. Tarifflønn. Er du den kundefokuserte medarbeideren vi ser etter, og ønsker mere informasjon. Ta kontakt med butikksjef. , tlf. eller. personalsjef. , tlf. Søknad med CV sendes. a. style. ""color.  innen 28. 02. 2017. p. Merkes med. i Rana",2017-02-13,Nordland,Norge,Butikk- og salgsarbeid
515,112567,9522087,". Før oppstart inviterer hovedkontoret deg til opplæring hos seg, for å gi deg best mulig innføring og ikke minst for å bli godt kjent. Du vil oppleve et godt internt samarbeid med gode og hjelpsomme kolleger over hele landet. Godt miljø hvor kolleger trives sammen. Arbeidsoppgaver. Oppsøkende salg og presentasjon av bedriftens produkter, løsninger og tjenesterKundebesøk presentasjon av produkter løsningerTilbudskrivingOppfølging av eksisterende kunder . Ønskede kvalifikasjoner. Salgserfaring og kan vise til dokumenterte salgsresultaterDu kommuniserer godt. muntlig og skriftligFortrolig med IT og telefon som arbeidsverktøyHelst sertifikat for bil . Personlige egenskaper. Trives i salgsrollenTillitsvekkende og selvstendigOmgjengelig og trivelig kollega . Vi tilbyr. Garantilønn og god provisjonsordningDekket telefonFelles samlinger og turer med hele firmaet (landsdekkende)Meget godt miljø og fagsamarbeid mellom avdelingskontoreneFlotte utenlandsturer der hele firmaet reiser samlet hvert 2. årGod opplæring og godt internt samarbeid mellom avdelingerFaglige utviklingsmuligheterEt firma i meget sterk vekst . Vi ser fram til å høre fra deg. ",2017-02-02,Nordland,Norge,Butikk- og salgsarbeid
516,112922,9513772,". er på jakt etter en leder som er sulten på resultater, utadvendt, omgjengelig og ryddig, en lojal person med stor arbeidskapasitet, stå. på. vilje og kan gi kunden det lille ekstra. Stillingen er et 100. vikariat over 1 år, da nåværende leder skal ut i permisjon. Arbeidsoppgavene vil blant annet innebære: personalansvar, bestillinger, hms, rapportering til retailer, varetelling, ansvar for vaktplan, motivere og engasjere de ansatte, markedsføring, m. m. Det er en klar fordel om du innehar følgende. erfaring fra detaljhandel. og salgsbransjen, gjerne ledererfaring. er en lidenskapelig selger. er serviceinstillt, initiativrik og ansvarsbevisst. er et konkurransemenneske. er god til å jobbe i team, viser fleksibilitet og samarbeidsvilje. du kan bevare overblikket og beholde roen i stressende situasjoner. tilegner deg produktkunnskap raskt. Du er resultatorientert i form av fokus på økt salg og forbedret resultat, samt ved at du trives i et konkurransepreget miljø. Du er kundeorientert fordi du skaper gode relasjoner, innfrir forventninger og gir det lille ekstra i møte med kunden. Du er engasjert gjennom ditt lidenskapelige forhold til jobben, din gjennomføringsevne og ditt smittende humør. Du er strukturert ved å fokusere på detaljer, etterlever rutiner, og prioriterer etter beste evne. Du setter pris på ryddighet og orden i alt du foretar deg. Du må kunne flytende norsk skriftlig og muntlig. Er dette en utfordring du syns virker interessant, send inn søknad med CV til. Søknadsfrist: Onsdag 01. 02. 17. Spørsmål ang stillingen kan rettes til. , tlf. 907 27 916 retailer. , tlf. Tiltredelse: mars april 2017. ",2017-01-18,Nordland,Norge,Butikk- og salgsarbeid
517,112927,9558145,. Jobben er enkel og veldig hyggelig og vi ser etter positive og salgsrettede medarbeidere til disse oppdragene. Arbeidsoppgaver. Presentere pålegg og matvarer i butikkSette opp en liten stand og pakke den ned etter brukFylle inn enkel informasjon på web og ta bilde av stand og butikk. Ønskede kvalifikasjoner. Må kommunisere meget godt på norskOver 18 år. Personlige egenskaper. Positiv og omgjengeligLiker å promotere stå på standServicerettetGlad i mennesker. Vi tilbyr. 180 kr timen Ordnede arbeidsforholdGod oppfølging og vi er bare en telefonsamtale unna Innføring i oppdrag før du starter og underveis om nødvendig. Arbeidstid. 13. 18. Du kan søke stillingen via websiden eller på mail til. ,2017-04-05,Nordland,Norge,Butikk- og salgsarbeid
518,113554,9552898,".  . Princess avdeling Sandnessjøen søker. Butikkleder i 100. stilling.  . Tiltredelsesdato 1. 5. 2017 eller etter nærmere avtale . ARBEIDSOPPGAVER. 	Du skal være en motiverende leder. 	Hovedansvar for butikkens salgsbudsjett. 	Ansvar for oppsett av arbeidslister. 	Ansvar for vareeksponering og varemottak.  . ØNSKEDE EGENSKAPER. 	Være en selvstendig, dyktig selger som setter kunden i fokus. 	Det skal bo en kremmer i deg. 	Være en motivator og rollemodell for dine medarbeidere. 	Ha pågangsmot, se muligheter, være løsningsorientert. 	Skape godt miljø og være humorspreder. 	Gi «det lille ekstra» som du selv som kunde ville sette pris på.  . For mer informasjon kontakt driftssjef. på mail.   .  .  . Søk på stillingen. ",2017-03-28,Nordland,Norge,Butikk- og salgsarbeid
519,113665,9506135,"Nå ser vi etter deg som er 18 år eller eldre, har humøret på TOPP og trenger en heltid eller deltidsjobb. Føler du deg truffet. Da kan dette være stillingen for deg.  Er du en dyktig selger eller ønsker du å bli det. Da fortjener du å selge et bra og konkurransedyktig produkt, til et stort og kjøpevillig marked.   Som selger i. vil du jobbe aktivt med å dra på kundebesøk for å selge brann og tyverisikkerhet til privatmarkedet på ettermiddag kveldstid. Du vil ha en hverdag der ingen dager er like, og du vil treffe mange hyggelige og forskjellige mennesker.  Du har kanskje ikke erfaring fra akkurat denne type salg. Det er intet hinder for oss. Vi tilbyr alle som begynner som salgskonsulent i. FULL opplæring og utvikling gjennom salgsskolen. Dette er et kurs i 3 moduler, som er skreddersydd for denne stillingen.  . Å jobbe som selger i. kan gi deg. svært gode og motiverende lønnsbetingelser. en av de beste arbeidsplassene i Norge. fantastiske kollegaer som gjør alt for å bidra til et godt arbeidsmiljø. verdifull arbeidserfaring som er gull verdt senere i din karriere. muligheten til å vinne kule konkurranser, alt fra heder og ære til utenlandsreiser (vi har tidligere vært i Dubai,. , Kroatia, Malta, Bangkok osv). Har du. fylt 18 år. plettfri uttømmende vandelsattest (dvs rent rulleblad). gode norsk kunnskaper . Send din søknad idag. Aktuelle kandidater vil bli kontaktet fortløpende. ",2017-01-03,Nordland,Norge,Butikk- og salgsarbeid
520,113689,9540512,". AS avd Salten søker vikar sjåfør for distribusjon til våre kunder i Bodø Salten. Stillingen omfatter i første omgang tidsrommet 27. 03. 2017 til og med 28. 04. 2017. Stillingen innebærer utstrakt kontakt med kunder, og kolleger på produksjonsavdelingen og salgsavdeling. Kvalifikasjoner.  Førerkort  kl 2. Dokumentert erfaring. Gode norskkunnskaper. Systematisk og ryddig Egenskaper.  Godt humør og ståpåvilje. Sosial og omgjengelig. Pålitelig og selvstendig. For rette vedkommende tilbyr vi.  Godt arbeidsmiljø og ordnede arbeidsforhold. Konkurransedyktige betingelser. Søknad med CV sendes på mail til ",2017-03-07,Nordland,Norge,Butikk- og salgsarbeid
521,114433,9604900,". forhandler Volkswagen og Audi. Vi holder til i et nyoppusset og moderne bilhus med 21 ansatte. Vi er en del av. som er et av Norges største privateide bilkonsern med 880 ansatte og 30 selskaper med beliggenhet på Østlandet, i Trøndelag, Nordland og Troms. Liker du å jobbe med mennesker og kan tenke proaktivt og skape entusiasme. Kan du tenke deg å bruke mye tid på jobben for å nå egne målsetninger. Vi søker i tillegg deg som har dokumenterte evner for salg og kundebehandling samtidig som du har bilinteresse godt over gjennomsnittet. Vi ønsker at du har pågangsmot, stor arbeidskapasitet og resultatorientert fokus. Evne til å benytte elektroniske CRM verktøy vil også bli vektlagt. Vi tilbyr deg en utfordrende og spennende jobb, med store muligheter for å påvirke egen arbeidsdag og egne resultater. Du får mulighet til å jobbe med kvalitetsprodukter sammen med engasjerte og dyktige kolleger. Vi tilbyr videreutdanning og gode utviklingsmuligheter for den rette med konkurransedyktige betingelser. Vi tilbyr også gode forsikringsordninger og du vil jobbe i et offensivt og fremtidsrettet arbeidsmiljø. ",2017-07-04,Nordland,Norge,Butikk- og salgsarbeid
522,114975,9552981,Vi søker etter nattevakt for hurtig tiltredelse. Dette er 100. stilling. Du må være fylt 18 år og snakke norsk muntlig. Arbeidssted er. Lønn etter tariff. Ta kontakt på mail eller på tlf. E. mail.  a. ,2017-03-28,Nordland,Norge,Butikk- og salgsarbeid
523,115176,9610505,". er i sterk vekst og vi kan tilby en jobb med mange gode utviklingsmuligheter. Vi tilbyr ordnede arbeidsforhold og et godt arbeidsmiljø. Vi søker nå etter en deltidsmedarbeider i 30. stilling. Stillingen innebærer både dag. , kveld. og helgejobbing. Oppstart snarest. Vi søker etter en butikkmedarbeider som.  Har butikkerfaring. Motiveres av å selge. Er pliktoppfyllende og engasjert. Er fleksibel. Er førende på kundebehandling og salg. Behersker flytende norsk. Er du den vi søker. fortell oss hvorfor du er den vi søker. Søknadsfrist 10. 08. 2017. ",2017-07-19,Nordland,Norge,Butikk- og salgsarbeid
524,115281,9554384,"Til vår butikk. søker vi nå etter to nye butikkmedarbeidere deltid. Arbeidstid vil hovedsakelig være annenhver lørdag, og vil kunne være dag, ettermiddag og kveld. Det må også påregnes tilkalling ved behov sesong. Søkere må være fylt 18 år og beherske norsk. Vi søker engasjerte og positive personer som lærer raskt, og som har en god evne til å arbeide selvstendig og strukturert. Videre har du en god samarbeidsvilje og en stor arbeidskapasitet. I tillegg vektlegger vi personlige egenskaper som fleksibilitet, serviceinnstilling, og humør. Har du spørsmål om stillingen kan du kontakte butikksjef. på tlf. Søknadsfrist: 7. april 2017. For fullstendig utlysningstekst og elektronisk søknad klikk her. ",2017-03-29,Nordland,Norge,Butikk- og salgsarbeid
525,115365,9613390,". Mye av dagen går i kundebesøk og oppsøkende aktivitet i SMB markedet. salget foregår for det meste ute hos kundene. Arbeidsoppgaver. Systematisk markedsføring og salg nåværende og nye kunderBygge profesjonelt nettverk og kundeporteføljeGjennomføre presentasjoner av produkter løsninger hos kunderHolde foredrag og delta aktivt i næringsforeningerUtarbeide og skreddersy tilbud, delta aktivt i forhandlinger og kontraktsutarbeidelserLogging og enkel rapportering. Ønskede kvalifikasjoner. Har drevet med markedsføring og salg mot bedriftssegmentKan vise til gode oppnådde salgsresultaterMeget god på kommunikasjon. muntlig og skriftligEvner å jobbe strukturert og oppdatert på hva som skjer i ditt markedsområde. Personlige egenskaper. Drives av salg. trives med oppsøkende salgProaktiv, profesjonell og engasjertAktiv bidragsyter til et godt og positivt arbeidsmiljøTillitsvekkende framtoning. du selger på tillit. Har konkurranseinstinkt og er målrettetTør å ta ansvar og være aktiv medspiller internt og eksternt. Vi tilbyr. Konkurransedyktige lønnsbetingelser er en selvfølgeSpennende arbeidsplass med mange muligheterMeget godt miljø med dyktige, kompetente og entusiastiske kollegerGod produktopplæring og innføring i bedriftens tjenesterFaglig støtte og veiledning og gode faglige utviklingsmuligheterSeriøs arbeidsgiver i sterk vekstOrdnede arbeidsforholdStort ansvar og frihet til å påvirke utviklingen fremoverInterne fagsamlinger og KickOff. Vi ser fram til å høre fra deg. ",2017-07-31,Nordland,Norge,Butikk- og salgsarbeid
526,115384,9613366,"Vil du arbeide med mote i et stort internasjonalt konsern. Er du en selvstendig og selvgående person som får ting til å skje. Brenner du for mote og har vinnerinstinkt. Vi søker deg som liker å arbeide med salg, og som ønsker å gjøre det ytterste for våre kunder. Du har interesse for, og helst erfaring fra butikkdrift, og er opptatt av mote, trender, stiler og farge. Som ekstrahjelp kontakter vi deg ved sykdom, ferie, eller hvis det oppstår ekstra behov. Du må derfor ha mulighet til å kunne kontaktes på kort varsel. Det forutsettes at du har følgende egenskaper og kvalifikasjoner.  gjennomført videregående skole, med studiekompetanse. har gode norsk. og engelskkunnskaper, både skriftlig og muntlig. er over 18 år og kan arbeide både dag, kveld og lørdager. har gode samarbeidsevner, og er blid, positiv og ærlig. liker å arbeide i et hektisk og travelt miljø. har gode datakunnskaper. Vi tilbyr en spennende arbeidsplass med gode utviklingsmuligheter og ordnede arbeidsforhold, gode forsikringsordninger og gunstige personalrabatter. Vil du vite mer om stillingen ta kontakt med assisterende butikksjef. på telefon. Dersom du er interessert i stillingen, bes du sende inn din søknad via søknadsportalen på denne siden. Søknad uten attester og vitnemål vil ikke bli vurdert. Søknadsfrist snarest. Tiltredelse snarest. Søk på stillingen",2017-07-31,Nordland,Norge,Butikk- og salgsarbeid
